Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,math
3,1,1,2,4,4,3,4,4,2,2,4,4,2,1,4,1,2,4,4,0,5,4,2,1,3,4,3,3,2,4,3,2,4,3,2,3,2,4,3,95.0
4,3,4,4,2,4,5,3,3,5,4,5,2,4,4,2,4,4,4,3,2,2,4,2,1,4,1,4,2,3,3,3,3,3,3,2,2,4,2,2,99.0
3,1,4,4,3,1,4,4,4,4,2,5,4,2,2,5,2,5,5,3,2,4,4,5,1,5,1,5,2,2,2,4,4,4,3,4,2,2,3,2,107.0
3,3,3,5,1,2,4,1,1,5,4,4,1,3,5,4,5,5,5,3,2,1,3,3,1,4,1,3,1,3,2,3,4,3,4,5,1,2,3,1,102.0
2,3,2,3,4,3,2,3,3,3,2,4,4,2,3,4,3,3,4,4,3,4,4,4,2,4,4,3,3,3,4,2,3,4,2,3,2,2,4,2,116.0
1,3,3,4,1,3,1,1,1,5,3,1,1,5,5,5,5,5,1,3,1,1,3,1,1,3,1,3,1,1,1,5,1,1,3,5,1,1,1,3,99.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.0
4,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,109.0
3,2,4,2,3,4,5,4,4,2,1,5,3,3,1,2,2,3,3,3,0,3,1,5,1,5,3,3,1,3,2,4,3,4,3,1,2,2,4,3,120.0
4,4,4,4,3,1,4,2,5,3,5,4,3,3,5,1,4,4,1,3,1,2,5,3,2,4,3,3,2,3,2,2,5,1,5,2,2,4,1,5,106.0
1,5,4,5,1,5,1,1,5,5,3,4,1,5,5,5,5,5,5,3,1,1,1,5,1,4,1,5,1,1,1,5,1,1,1,5,5,1,2,1,79.0
3,4,4,1,1,3,3,2,1,1,3,5,2,3,2,3,4,5,4,1,1,2,5,1,1,5,1,4,1,1,1,4,3,1,2,5,3,3,1,3,104.0
3,1,5,2,4,5,1,4,4,5,4,5,1,5,2,1,2,4,5,1,1,1,1,5,1,4,1,1,2,2,4,4,2,3,2,1,4,4,1,5,101.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.0
3,1,1,2,5,3,3,4,1,4,1,5,4,2,1,5,1,4,3,4,2,5,2,4,4,5,5,3,2,4,4,3,2,4,3,1,1,1,4,3,123.0
1,1,4,2,5,3,3,4,4,2,1,4,4,4,2,4,1,2,4,3,1,5,2,4,3,5,4,3,2,2,5,4,1,5,4,1,5,1,5,3,112.0
4,3,4,0,3,1,4,2,2,4,3,5,2,2,4,4,4,2,3,2,2,2,5,5,2,5,1,5,2,3,1,1,3,3,3,3,4,4,2,4,83.0
3,4,0,0,0,0,4,0,0,2,4,3,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,2,0,3,0,0,0,0,0,3,0,103.0
1,1,2,2,4,2,4,4,4,2,1,5,4,4,2,4,2,2,4,4,1,5,4,2,2,4,2,4,2,4,4,4,4,4,4,2,2,2,4,4,119.0
3,5,3,4,2,3,4,3,4,4,4,4,1,5,4,2,4,5,3,4,3,2,4,5,1,4,1,5,1,2,2,3,5,3,4,5,3,2,3,2,93.0
3,1,1,1,5,2,0,3,5,2,1,4,5,3,2,5,1,1,4,5,2,5,3,5,2,5,5,4,3,2,5,3,2,5,2,1,3,3,5,4,142.0
2,3,5,2,4,0,0,0,0,0,2,4,3,1,0,0,0,0,0,0,2,4,5,3,0,0,0,0,0,0,3,2,4,4,0,0,0,0,0,0,133.0
5,2,4,2,4,4,4,1,4,3,4,2,2,4,4,2,2,2,2,2,4,5,2,2,2,2,5,1,4,4,4,2,2,2,2,2,4,2,1,1,117.0
1,3,4,4,4,2,3,5,4,4,1,5,4,3,2,5,2,2,3,4,1,3,2,2,1,5,5,4,4,3,4,5,2,4,3,4,1,2,4,3,109.0
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,107.0
4,1,2,3,4,4,3,4,3,2,2,4,5,5,2,5,2,3,4,4,2,4,3,4,1,5,3,4,4,2,3,4,3,5,3,2,3,2,4,3,111.0
3,5,2,5,2,5,5,1,2,5,3,1,3,1,3,2,4,5,5,3,3,2,2,1,1,5,1,3,1,2,1,1,1,3,3,5,1,1,2,2,112.0
4,4,1,3,4,2,1,2,3,5,4,5,1,2,4,2,4,3,5,3,2,2,3,4,2,4,1,2,4,4,2,4,1,3,2,4,3,3,2,2,105.0
5,1,5,3,4,1,5,3,3,4,4,5,3,1,4,1,4,3,3,4,2,3,5,5,1,5,4,2,1,1,3,1,1,2,4,1,1,5,1,5,111.0
2,3,2,2,3,3,3,5,5,3,3,2,3,3,1,5,2,3,4,3,1,4,3,4,3,5,2,3,2,1,2,4,1,4,4,3,4,3,5,3,116.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0
3,2,2,3,3,2,2,2,2,5,1,4,2,1,1,3,2,2,4,4,2,5,4,3,1,5,1,4,3,2,2,4,2,4,2,3,4,4,4,1,119.0
5,3,5,3,2,1,5,1,3,1,5,5,1,5,5,1,5,5,1,5,1,1,5,5,1,5,3,5,1,5,5,1,5,1,5,5,1,5,1,5,94.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.0
5,1,5,5,1,1,5,1,1,5,1,5,1,5,5,1,5,1,1,1,1,1,1,5,1,5,1,5,1,1,1,5,1,1,5,5,1,4,1,5,91.0
3,4,5,4,2,3,4,1,2,4,4,5,2,1,4,1,4,5,4,2,2,2,4,4,2,5,1,4,1,1,2,2,1,2,2,4,2,3,1,4,100.0
5,1,5,1,5,1,5,1,5,2,4,5,5,1,5,1,2,1,5,4,1,4,5,1,1,5,5,5,1,1,4,1,2,2,5,1,1,5,1,5,119.0
3,2,1,2,4,4,3,4,3,5,4,3,4,2,2,4,2,3,2,4,1,4,2,5,2,5,4,3,2,3,4,4,4,4,2,3,2,2,4,2,112.0
3,2,4,3,4,1,3,3,1,4,2,4,4,4,3,5,2,4,1,3,3,4,5,4,1,3,2,3,2,3,3,3,4,4,3,2,3,2,3,4,116.0
4,1,4,4,3,3,3,4,3,3,3,4,4,4,2,4,2,3,3,3,2,5,5,3,1,4,3,3,2,2,4,3,3,5,3,2,2,2,4,3,112.0
5,1,5,3,5,1,4,1,5,2,5,5,5,1,5,1,5,1,1,3,4,2,5,3,1,5,3,5,1,1,3,2,1,1,5,1,1,5,1,5,111.0
4,2,1,2,2,4,3,4,2,4,1,4,4,4,2,4,2,4,4,4,4,4,2,4,2,4,2,4,2,2,4,1,2,4,2,2,2,2,5,2,119.0
3,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,130.0
4,1,4,2,5,4,2,3,4,2,3,5,3,3,2,3,2,3,5,3,1,4,2,5,1,3,4,5,2,2,2,4,4,4,2,2,4,4,3,2,106.0
1,1,1,3,4,4,1,4,4,3,1,5,3,3,1,1,3,3,3,4,1,2,2,5,3,3,3,3,3,3,1,2,1,4,3,2,2,2,5,3,119.0
1,3,3,3,5,1,3,5,5,1,1,5,5,3,1,5,1,3,5,5,1,5,5,5,1,5,5,5,3,1,1,3,3,5,1,1,5,1,3,3,119.0
1,2,3,4,4,2,3,3,1,4,4,4,3,3,2,4,1,5,5,5,2,5,5,4,1,3,1,3,3,3,1,3,2,5,4,3,3,1,4,4,117.0
4,5,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,84.0
5,4,4,2,3,1,5,3,4,5,4,5,1,1,4,3,5,1,4,3,2,2,4,3,1,5,1,3,1,3,2,1,5,2,5,1,1,4,2,5,116.0
4,3,1,4,3,4,0,4,2,4,2,4,4,2,2,4,3,4,4,4,4,4,2,2,1,4,2,4,1,1,2,2,4,4,4,2,2,3,3,3,141.0
5,1,5,3,2,5,3,2,3,5,2,5,3,5,4,2,3,3,4,3,1,1,5,4,1,5,1,4,1,2,1,5,1,2,1,3,4,1,4,1,94.0
1,2,2,3,4,2,1,3,2,4,4,4,2,3,4,5,2,5,4,3,3,5,5,5,1,4,3,4,1,3,1,4,1,4,1,2,1,1,4,1,111.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,135.0
4,5,4,5,1,2,3,5,1,5,2,2,1,3,5,1,5,5,5,1,3,2,3,4,3,3,1,5,2,3,1,3,5,3,3,4,1,5,3,2,99.0
3,2,5,3,3,5,1,5,2,4,4,4,1,1,2,5,3,5,5,1,1,3,5,5,1,5,4,3,5,3,3,3,4,4,3,1,2,1,3,3,108.0
5,3,4,2,5,3,4,4,5,3,2,4,5,4,3,4,3,2,4,5,2,3,3,4,2,4,4,4,2,2,3,3,2,4,2,2,2,4,4,2,112.0
3,3,5,3,5,3,3,1,1,5,3,5,3,3,1,1,3,5,1,3,3,0,5,3,1,5,1,5,1,1,1,3,3,1,3,5,5,3,1,3,138.0
1,5,2,1,4,2,2,5,2,2,1,5,4,2,4,5,1,2,3,5,0,5,3,4,1,4,4,4,3,2,5,3,5,5,2,5,4,1,4,4,144.0
5,3,5,4,3,4,4,4,4,3,5,4,0,4,4,2,4,4,4,3,2,4,2,3,2,4,2,3,2,3,2,4,3,3,2,4,4,3,2,4,133.0
3,3,4,3,4,2,3,3,4,4,2,4,3,1,2,4,2,2,5,2,1,5,4,3,2,4,4,3,2,3,4,2,2,4,2,3,2,2,4,3,120.0
4,2,2,3,5,2,4,5,4,2,1,5,5,2,2,5,2,3,2,5,2,5,3,4,1,3,5,4,1,4,4,1,2,3,0,3,3,2,4,3,106.0
4,3,4,4,2,3,3,3,1,4,4,4,1,2,4,1,3,5,4,3,1,2,3,5,1,5,1,4,2,2,2,3,3,2,4,3,3,4,3,4,101.0
1,1,1,1,5,2,5,5,5,1,1,5,5,5,4,5,1,1,1,5,3,5,1,4,1,4,5,3,2,2,5,2,2,5,4,1,1,1,5,2,125.0
2,2,1,3,3,4,3,4,5,3,2,5,4,3,2,3,3,1,5,3,2,4,3,3,1,5,4,4,2,2,5,4,2,3,3,2,3,2,3,3,113.0
4,1,3,4,4,3,2,5,1,5,2,4,5,3,1,4,1,4,4,4,1,5,4,4,2,4,5,3,4,2,4,5,2,3,2,2,3,4,3,4,111.0
4,4,5,4,2,2,3,2,2,3,4,1,3,2,2,2,4,4,4,2,3,2,3,4,1,3,2,3,1,3,1,2,4,3,3,1,2,3,3,3,117.0
4,3,3,5,2,2,3,3,1,5,3,5,1,2,3,3,3,5,4,2,2,2,3,5,1,5,1,3,1,3,1,3,3,2,2,5,2,3,2,3,101.0
2,1,4,2,5,2,2,3,3,2,3,3,5,3,2,3,2,3,2,3,2,4,4,4,2,4,5,2,1,3,4,3,4,4,2,2,2,2,2,4,120.0
2,2,4,3,4,4,2,2,4,3,4,3,3,2,4,2,3,3,3,1,2,3,2,5,1,3,4,2,5,1,2,4,1,1,2,4,5,2,1,2,101.0
4,4,2,4,1,2,2,2,2,4,4,4,2,3,3,3,4,4,4,2,2,2,4,3,2,4,2,3,2,2,1,3,2,2,3,2,4,4,2,3,108.0
1,2,4,3,3,5,2,4,2,5,2,2,3,5,2,2,2,5,1,4,1,4,2,4,1,4,5,3,1,3,4,4,4,4,2,2,3,1,4,2,105.0
1,3,1,3,3,2,3,3,3,5,1,5,2,3,2,5,1,5,3,3,4,5,3,5,1,5,5,3,3,3,3,4,3,3,3,5,5,1,4,3,111.0
3,1,1,3,5,2,2,5,1,2,1,5,4,4,1,5,2,1,3,4,3,5,4,4,1,5,5,3,2,3,2,5,3,5,3,2,3,2,4,5,121.0
2,3,3,4,3,2,3,4,3,3,1,3,3,2,3,4,3,3,3,4,2,4,4,4,3,4,4,4,1,2,4,4,3,4,3,4,4,2,4,2,111.0
1,3,4,2,3,3,3,2,5,2,3,2,4,3,4,1,4,2,5,1,3,0,3,5,1,5,4,3,1,2,3,1,3,2,4,1,1,5,2,5,105.0
1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,139.0
4,2,4,1,5,1,5,1,5,1,5,5,4,1,5,5,5,1,1,1,1,2,4,4,5,5,5,1,1,1,5,1,1,4,5,1,1,5,1,5,116.0
2,3,2,3,3,4,2,4,4,3,2,4,4,3,2,4,2,3,3,3,2,4,2,5,2,4,2,3,2,2,4,4,1,4,2,4,4,2,4,2,112.0
5,3,3,4,3,1,5,2,3,4,4,5,3,1,4,2,4,3,5,3,3,2,4,4,1,5,2,5,4,4,4,1,2,2,5,2,2,5,1,5,109.0
4,4,3,4,2,4,5,1,2,4,5,5,3,3,5,1,5,4,3,3,3,2,3,4,2,5,1,4,2,4,1,2,2,2,3,4,3,2,1,3,93.0
3,2,3,3,4,2,2,4,1,3,2,5,1,3,1,5,2,2,5,4,1,4,5,4,5,5,1,3,1,3,4,4,5,4,2,4,4,1,5,5,116.0
0,1,3,1,4,4,5,5,5,1,1,5,4,2,1,5,1,1,4,5,2,5,3,5,1,1,5,3,2,2,4,2,4,5,2,1,2,2,5,3,140.0
2,2,4,2,2,3,2,4,4,4,1,4,4,3,1,4,2,3,4,4,2,4,4,4,1,4,3,2,2,2,2,4,2,5,2,2,2,2,4,2,120.0
4,2,1,4,4,4,4,4,4,2,2,4,3,2,1,4,2,4,4,4,2,5,1,4,1,4,3,5,1,3,3,2,4,4,3,4,3,2,4,1,118.0
3,2,4,3,4,2,2,5,3,2,2,3,2,2,2,5,2,2,3,4,2,5,4,4,1,3,3,4,3,2,3,3,3,5,3,2,4,2,4,3,122.0
3,4,1,0,0,0,0,0,0,0,3,4,2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,94.0
4,2,4,3,5,1,4,2,4,4,4,4,4,5,5,2,5,2,4,3,2,2,5,5,3,4,5,4,2,3,3,5,2,2,4,2,4,2,2,4,98.0
4,1,4,2,1,5,4,4,4,5,5,5,1,4,3,3,5,3,4,1,1,2,2,4,2,4,4,2,1,1,4,5,4,3,3,2,3,5,1,2,96.0
3,0,3,3,3,2,2,4,4,4,2,4,4,2,2,4,2,3,4,4,2,4,4,4,1,5,3,4,2,3,3,2,2,4,2,3,1,4,4,3,119.0
5,5,5,5,1,5,5,1,2,4,5,1,1,2,5,1,5,5,1,1,1,4,1,5,1,5,1,4,1,1,1,2,5,1,4,5,1,4,1,5,93.0
2,4,1,4,2,1,2,4,4,2,5,5,3,1,2,4,1,5,4,5,1,5,4,1,2,5,3,2,1,4,2,4,3,5,4,4,2,2,4,3,120.0
2,3,3,3,2,3,3,5,3,4,1,5,3,2,5,5,4,3,5,4,2,5,3,5,1,4,2,2,2,2,3,2,4,5,3,3,3,2,5,3,112.0
1,5,4,5,3,3,3,3,4,5,3,3,2,4,5,4,5,5,3,2,0,3,2,5,1,1,2,3,2,3,1,5,3,1,3,5,5,1,2,4,131.0
4,1,4,5,1,1,4,4,4,5,4,5,3,5,2,5,3,3,3,4,3,4,5,5,1,5,1,3,1,3,2,5,5,5,2,1,1,2,3,2,103.0
2,3,3,3,2,2,4,5,5,4,3,3,5,3,2,4,2,2,4,3,3,3,4,4,1,4,3,3,1,3,3,4,3,3,3,4,0,2,3,4,136.0
4,4,4,5,2,2,5,2,2,5,3,4,2,4,4,3,4,5,2,2,2,3,4,4,1,2,1,4,2,2,1,2,3,2,2,5,4,4,2,2,98.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.0
4,1,5,2,5,1,5,5,5,1,5,5,1,1,2,3,5,1,1,1,5,1,5,5,1,1,1,5,2,5,1,1,5,1,5,1,1,5,2,5,120.0
3,2,5,5,2,5,3,2,2,5,2,4,2,4,4,2,4,4,4,2,2,2,2,4,2,5,1,3,4,4,1,4,2,1,4,4,2,4,2,4,93.0
1,3,3,5,2,3,1,2,1,5,4,1,1,3,5,3,5,5,5,2,1,2,5,3,3,5,1,3,2,3,1,3,2,2,2,5,5,1,2,1,100.0
4,3,3,3,2,2,2,2,2,4,2,4,3,3,4,3,4,3,4,2,2,2,3,3,2,2,2,3,2,3,2,2,4,2,2,4,2,4,3,3,113.0
4,1,1,2,5,5,2,4,5,4,1,4,5,4,1,5,1,2,5,5,4,4,1,5,1,5,5,4,2,2,4,4,4,4,1,1,2,5,5,2,116.0
4,5,5,5,1,1,2,3,1,5,4,4,1,1,4,4,4,5,5,1,4,1,5,5,1,5,1,5,2,1,1,4,3,1,1,2,2,2,5,4,100.0
4,4,3,5,1,3,5,3,1,5,4,5,1,3,4,1,4,5,4,4,3,2,3,4,2,5,1,3,2,2,1,1,2,2,4,4,3,3,2,3,101.0
3,2,1,2,3,2,2,4,3,3,1,3,2,4,2,3,2,4,4,4,2,4,4,5,1,4,2,3,2,2,4,5,1,5,4,2,1,1,4,5,117.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.0
3,2,2,3,4,4,3,5,4,3,2,4,4,2,2,4,2,3,4,3,2,5,3,4,2,4,5,4,3,2,4,4,3,5,3,4,4,4,4,3,114.0
1,1,5,2,4,1,1,4,4,5,1,3,3,2,2,5,4,3,5,2,1,5,1,5,4,5,3,2,1,4,5,2,3,5,0,1,4,1,4,4,111.0
2,5,5,4,2,2,5,5,3,4,5,4,2,1,5,0,4,5,4,2,2,2,4,5,1,2,2,4,3,2,1,2,3,1,4,4,3,2,1,3,89.0
2,2,5,2,3,4,5,5,4,5,2,4,4,2,2,4,3,4,3,4,2,3,1,4,1,5,2,4,4,2,2,2,2,4,4,1,4,4,4,2,113.0
5,3,5,3,5,1,5,2,4,2,5,4,3,1,5,1,1,1,5,4,4,4,5,5,1,2,4,5,1,5,3,1,5,1,5,1,2,5,1,5,117.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.0
1,3,4,3,4,1,3,4,1,4,5,1,2,1,1,4,1,5,2,3,1,3,5,5,1,5,2,3,2,3,2,4,2,3,3,2,3,1,4,3,115.0
2,3,2,2,3,2,2,4,4,3,2,4,4,2,2,4,2,2,3,4,3,5,4,4,2,4,4,4,3,2,4,2,1,4,3,2,2,3,5,4,124.0
4,2,2,5,1,5,4,2,1,5,2,4,1,1,5,4,5,5,5,4,3,1,1,5,1,3,1,5,1,5,1,1,4,4,1,4,4,4,2,1,101.0
3,2,2,2,4,2,2,3,4,3,2,5,5,3,2,2,3,4,3,3,3,4,3,5,2,4,3,3,2,3,3,5,3,4,3,2,3,2,4,3,111.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0
4,2,4,2,4,2,4,2,2,5,2,5,1,1,4,3,4,2,4,2,1,1,4,4,1,5,1,4,1,2,2,1,3,1,5,2,3,4,1,4,110.0
2,1,1,1,5,4,3,4,5,2,4,5,4,4,4,4,2,2,4,4,3,5,2,4,1,5,5,5,2,2,4,4,2,2,2,1,4,2,2,3,106.0
2,1,5,0,4,1,5,0,3,5,4,5,1,1,5,3,2,2,4,1,5,2,5,4,1,5,1,3,1,3,1,1,4,1,5,1,1,1,1,5,148.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.0
1,4,1,3,4,4,4,5,5,2,5,5,2,2,2,5,2,2,4,4,2,5,3,4,3,5,1,3,1,3,4,3,4,4,2,4,4,2,4,2,110.0
3,3,1,3,3,3,3,3,5,3,5,3,2,2,2,5,2,2,2,3,3,4,3,3,1,4,2,4,2,3,1,2,2,5,3,3,4,1,5,3,118.0
1,1,3,1,2,5,2,1,1,3,2,1,5,5,5,1,3,3,1,2,2,1,1,1,5,1,4,5,5,2,2,1,2,1,1,4,3,1,2,1,113.0
2,1,4,1,4,1,4,4,3,1,1,4,4,3,3,4,1,2,1,4,2,4,1,4,1,5,5,3,1,4,5,3,3,3,4,1,1,2,4,4,120.0
2,3,4,4,4,4,2,5,4,4,5,5,5,1,1,4,2,4,5,2,2,5,2,5,3,5,4,4,1,2,3,4,5,5,3,2,1,2,4,3,110.0
4,3,4,4,2,2,2,4,2,5,4,5,2,4,5,4,4,4,5,4,3,2,4,5,1,5,1,5,2,2,2,5,2,1,4,2,0,4,1,3,118.0
5,4,2,2,2,2,4,5,4,0,1,4,3,2,1,5,1,5,0,0,3,5,4,4,2,4,1,1,0,0,1,1,2,4,3,4,0,5,5,3,84.0
1,3,5,4,5,1,2,5,3,5,4,4,5,3,1,5,2,3,2,4,4,3,4,4,1,5,5,3,3,3,5,5,3,5,3,2,3,1,4,2,107.0
4,1,3,1,4,2,4,3,5,2,4,3,4,1,4,2,4,1,3,3,3,3,4,3,1,4,4,4,2,2,3,2,2,2,4,3,3,4,1,5,118.0
2,4,2,5,1,4,2,2,1,5,4,4,2,1,2,1,4,5,5,2,2,4,1,2,1,4,1,2,2,2,1,2,2,2,2,4,4,2,1,4,113.0
4,3,3,3,2,4,5,4,4,5,2,4,4,2,2,4,2,0,4,4,2,4,1,4,1,5,4,3,2,2,3,2,3,3,4,2,4,3,4,2,142.0
4,2,1,3,0,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,3,2,4,0,0,0,0,0,0,0,70.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.0
3,5,1,3,1,5,1,2,2,5,3,5,1,3,4,1,5,3,3,2,2,1,1,5,2,4,1,3,5,2,3,3,1,2,1,5,3,3,2,1,95.0
2,2,2,4,4,1,5,3,2,4,1,4,4,1,1,5,1,5,3,3,2,5,4,3,2,5,3,4,1,2,2,3,1,4,3,3,4,1,5,3,121.0
1,5,5,5,1,1,2,2,1,5,3,1,2,4,3,3,1,5,5,1,2,2,5,3,1,2,1,1,1,1,1,4,3,3,3,5,3,1,1,4,113.0
3,2,2,3,3,3,4,4,1,4,2,3,3,3,2,5,2,3,2,3,3,3,3,4,0,3,1,3,2,3,1,2,4,4,3,1,2,1,5,3,107.0
1,3,5,3,1,1,1,3,5,5,5,1,1,1,5,1,5,5,1,3,1,1,5,5,1,5,1,3,1,1,1,1,5,1,1,5,3,1,1,3,103.0
2,3,4,4,0,1,4,3,3,4,4,3,4,3,1,5,2,1,4,3,3,4,5,3,2,5,4,4,1,4,4,4,4,5,3,4,4,1,5,3,85.0
4,2,4,3,2,3,2,4,4,4,4,4,4,3,2,5,2,4,4,4,4,4,3,4,1,5,3,3,2,3,4,4,4,4,4,4,1,2,4,4,110.0
1,3,1,4,4,4,4,3,4,3,5,5,4,2,2,5,2,4,4,4,1,4,3,3,1,5,4,5,1,1,3,1,4,5,4,4,3,1,5,4,113.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.0
1,5,5,5,1,1,4,1,1,5,4,3,1,3,1,1,1,1,5,1,1,1,1,5,1,5,1,3,1,1,1,3,4,1,1,5,5,5,1,1,104.0
5,3,5,3,1,3,3,1,5,5,5,5,1,2,5,1,5,1,5,1,1,1,5,5,1,5,5,5,1,1,5,3,4,1,3,3,1,5,5,3,95.0
5,1,5,3,3,1,5,1,3,5,5,5,3,4,3,2,4,2,4,2,1,3,5,5,1,5,1,5,2,3,4,3,1,2,5,2,2,2,2,5,98.0
1,1,1,4,2,3,4,5,5,5,5,5,5,1,1,5,1,1,3,5,2,5,3,4,2,5,3,5,2,4,5,2,5,5,3,5,1,1,5,2,117.0
3,5,4,5,1,5,4,3,2,5,4,5,1,3,3,2,4,4,5,2,3,2,1,4,1,5,1,4,3,4,3,3,4,3,1,5,4,3,3,2,90.0
1,1,4,3,3,3,2,3,5,1,1,5,5,1,3,4,1,1,1,3,1,3,3,5,2,5,3,2,1,2,3,5,2,4,3,5,3,2,4,3,114.0
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,148.0
2,5,3,5,1,3,5,2,1,5,4,5,2,4,5,2,4,1,4,4,2,3,5,5,2,5,1,4,2,5,2,3,4,2,4,5,2,1,1,4,94.0
2,3,2,4,4,3,3,4,2,4,5,4,3,2,1,5,2,4,4,4,3,4,3,3,1,5,3,3,3,3,3,3,3,4,3,4,3,3,4,3,111.0
3,2,1,2,4,4,4,5,4,2,3,3,4,3,1,5,1,3,4,4,2,4,3,5,1,5,3,3,2,2,4,4,4,5,3,1,4,3,5,2,117.0
2,1,4,2,5,1,5,1,5,1,5,4,2,2,5,1,5,2,4,5,2,5,4,4,1,5,2,5,1,4,1,1,4,1,5,1,4,1,2,5,114.0
4,5,4,5,1,2,0,2,2,5,2,3,1,3,4,2,4,5,5,2,3,2,4,4,2,4,1,3,2,3,1,3,4,2,2,5,4,4,1,4,144.0
4,3,2,3,4,2,0,5,3,3,1,2,0,4,1,5,1,4,3,3,1,3,4,4,3,5,3,2,2,4,1,3,1,5,4,3,2,4,5,4,71.0
5,1,5,1,5,1,3,1,1,1,5,3,1,1,5,1,5,1,5,4,1,2,5,3,1,2,3,3,1,1,5,1,5,1,3,3,1,5,1,5,118.0
4,2,5,5,4,1,5,2,3,4,4,4,2,2,5,2,4,3,4,5,1,4,5,3,1,4,2,2,1,1,2,2,2,2,5,2,4,4,1,5,112.0
4,5,4,5,1,1,3,2,1,5,1,2,1,3,4,3,4,5,5,1,1,2,5,5,3,3,1,3,2,1,1,5,4,2,4,5,4,4,2,2,99.0
3,4,5,4,2,1,3,4,2,4,5,4,1,3,4,2,4,4,5,2,2,4,5,4,2,4,1,4,1,4,1,2,2,2,3,4,2,3,2,2,104.0
4,2,2,3,4,3,2,2,2,3,2,4,3,4,2,4,2,4,4,4,2,2,3,5,1,4,3,3,1,3,3,4,3,5,3,2,1,4,5,3,112.0
